id;reviewer_id;sample_id;smell;severity;review_timestamp;type;code_name;repository;commit_hash;path;start_line;end_line;link;is_from_industry_relevant_project
528;6;5786929;blob;critical;2019-03-27 10:37:38.107923;class;org.apache.tez.runtime.library.common.writers.UnorderedPartitionedKVWriter;git@github.com:apache/tez.git;d5675c332497c1ac1dedefdf91e87476b5c0d7a9;/tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/writers/UnorderedPartitionedKVWriter.java;89;1427;https://github.com/apache/tez/blob/d5675c332497c1ac1dedefdf91e87476b5c0d7a9/tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/writers/UnorderedPartitionedKVWriter.java/#L89-L1427;1
529;6;5786929;data class;critical;2019-03-27 10:37:38.109068;class;org.apache.tez.runtime.library.common.writers.UnorderedPartitionedKVWriter;git@github.com:apache/tez.git;d5675c332497c1ac1dedefdf91e87476b5c0d7a9;/tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/writers/UnorderedPartitionedKVWriter.java;89;1427;https://github.com/apache/tez/blob/d5675c332497c1ac1dedefdf91e87476b5c0d7a9/tez-runtime-library/src/main/java/org/apache/tez/runtime/library/common/writers/UnorderedPartitionedKVWriter.java/#L89-L1427;1
551;6;5822090;blob;minor;2019-03-27 10:42:50.331973;class;org.apache.uima.ruta.action.TrimAction;git@github.com:apache/uima-ruta.git;08efb111a775b4ba01cf048ac699aa9c22188325;/ruta-core/src/main/java/org/apache/uima/ruta/action/TrimAction.java;37;136;https://github.com/apache/uima-ruta/blob/08efb111a775b4ba01cf048ac699aa9c22188325/ruta-core/src/main/java/org/apache/uima/ruta/action/TrimAction.java/#L37-L136;1
554;6;5828468;blob;major;2019-03-27 10:44:23.905227;class;org.apache.unomi.mailchimp.services.internal.MailChimpServiceImpl;git@github.com:apache/unomi.git;1745c5221401a05e66ebf80fbe9cce2790442b3a;/extensions/unomi-mailchimp/services/src/main/java/org/apache/unomi/mailchimp/services/internal/MailChimpServiceImpl.java;40;434;https://github.com/apache/unomi/blob/1745c5221401a05e66ebf80fbe9cce2790442b3a/extensions/unomi-mailchimp/services/src/main/java/org/apache/unomi/mailchimp/services/internal/MailChimpServiceImpl.java/#L40-L434;1
555;6;5828468;data class;minor;2019-03-27 10:44:23.909444;class;org.apache.unomi.mailchimp.services.internal.MailChimpServiceImpl;git@github.com:apache/unomi.git;1745c5221401a05e66ebf80fbe9cce2790442b3a;/extensions/unomi-mailchimp/services/src/main/java/org/apache/unomi/mailchimp/services/internal/MailChimpServiceImpl.java;40;434;https://github.com/apache/unomi/blob/1745c5221401a05e66ebf80fbe9cce2790442b3a/extensions/unomi-mailchimp/services/src/main/java/org/apache/unomi/mailchimp/services/internal/MailChimpServiceImpl.java/#L40-L434;1
560;7;5827650;data class;minor;2019-03-27 10:44:58.539900;class;org.apache.uima.ruta.cde.ui.DocumentTableLabelProvider;git@github.com:apache/uima-ruta.git;08efb111a775b4ba01cf048ac699aa9c22188325;/ruta-ep-addons/src/main/java/org/apache/uima/ruta/cde/ui/DocumentTableLabelProvider.java;29;85;https://github.com/apache/uima-ruta/blob/08efb111a775b4ba01cf048ac699aa9c22188325/ruta-ep-addons/src/main/java/org/apache/uima/ruta/cde/ui/DocumentTableLabelProvider.java/#L29-L85;1
565;6;5840527;long method;minor;2019-03-27 10:45:41.280865;function;org.apache.el.parser.ELParser#DynamicExpression;git@github.com:apache/tomcat.git;a9c1a0661198d9ba37c1facd8385fe05d538c4ad;/java/org/apache/el/parser/ELParser.java;140;168;https://github.com/apache/tomcat/blob/a9c1a0661198d9ba37c1facd8385fe05d538c4ad/java/org/apache/el/parser/ELParser.java/#L140-L168;1
570;7;5839980;feature envy;minor;2019-03-27 10:46:31.227874;function;org.apache.tomcat.util.descriptor.web.ContextResourceLink#equals Object;git@github.com:apache/tomcat.git;a9c1a0661198d9ba37c1facd8385fe05d538c4ad;/java/org/apache/tomcat/util/descriptor/web/ContextResourceLink.java;94;121;https://github.com/apache/tomcat/blob/a9c1a0661198d9ba37c1facd8385fe05d538c4ad/java/org/apache/tomcat/util/descriptor/web/ContextResourceLink.java/#L94-L121;1
573;6;5855589;feature envy;minor;2019-03-27 10:47:09.381546;function;org.apache.catalina.ha.session.DeltaSession#endAccess;git@github.com:apache/tomcat.git;a9c1a0661198d9ba37c1facd8385fe05d538c4ad;/java/org/apache/catalina/ha/session/DeltaSession.java;412;418;https://github.com/apache/tomcat/blob/a9c1a0661198d9ba37c1facd8385fe05d538c4ad/java/org/apache/catalina/ha/session/DeltaSession.java/#L412-L418;1
592;6;5884892;blob;major;2019-03-27 10:50:05.884397;class;org.apache.usergrid.batch.service.JobSchedulerService;git@github.com:apache/usergrid.git;ac1e6e4035f9307b871478ed47246cf92cfd5f7f;/stack/core/src/main/java/org/apache/usergrid/batch/service/JobSchedulerService.java;55;450;https://github.com/apache/usergrid/blob/ac1e6e4035f9307b871478ed47246cf92cfd5f7f/stack/core/src/main/java/org/apache/usergrid/batch/service/JobSchedulerService.java/#L55-L450;1
612;6;5922177;long method;minor;2019-03-27 10:51:45.192894;function;org.apache.zeppelin.realm.jwt.KnoxJwtRealm#validateToken String;git@github.com:apache/zeppelin.git;4219d552349f8f7f3e6de34505b8a8ae9835f98b;/zeppelin-server/src/main/java/org/apache/zeppelin/realm/jwt/KnoxJwtRealm.java;130;156;https://github.com/apache/zeppelin/blob/4219d552349f8f7f3e6de34505b8a8ae9835f98b/zeppelin-server/src/main/java/org/apache/zeppelin/realm/jwt/KnoxJwtRealm.java/#L130-L156;1
613;6;5922177;feature envy;minor;2019-03-27 10:51:45.193555;function;org.apache.zeppelin.realm.jwt.KnoxJwtRealm#validateToken String;git@github.com:apache/zeppelin.git;4219d552349f8f7f3e6de34505b8a8ae9835f98b;/zeppelin-server/src/main/java/org/apache/zeppelin/realm/jwt/KnoxJwtRealm.java;130;156;https://github.com/apache/zeppelin/blob/4219d552349f8f7f3e6de34505b8a8ae9835f98b/zeppelin-server/src/main/java/org/apache/zeppelin/realm/jwt/KnoxJwtRealm.java/#L130-L156;1
614;6;5938889;blob;minor;2019-03-27 10:53:01.740833;class;org.apache.zookeeper.inspector.gui.ZooInspectorPanel;git@github.com:apache/zookeeper.git;07c3aaf3d723fb3144c0aedc0c2b655325df70e9;/zookeeper-contrib/zookeeper-contrib-zooinspector/src/main/java/org/apache/zookeeper/inspector/gui/ZooInspectorPanel.java;46;258;https://github.com/apache/zookeeper/blob/07c3aaf3d723fb3144c0aedc0c2b655325df70e9/zookeeper-contrib/zookeeper-contrib-zooinspector/src/main/java/org/apache/zookeeper/inspector/gui/ZooInspectorPanel.java/#L46-L258;1
619;7;5935402;data class;major;2019-03-27 10:53:35.800807;class;org.apache.zeppelin.spark.SparkVersion;git@github.com:apache/zeppelin.git;4219d552349f8f7f3e6de34505b8a8ae9835f98b;/spark/interpreter/src/main/java/org/apache/zeppelin/spark/SparkVersion.java;25;123;https://github.com/apache/zeppelin/blob/4219d552349f8f7f3e6de34505b8a8ae9835f98b/spark/interpreter/src/main/java/org/apache/zeppelin/spark/SparkVersion.java/#L25-L123;1
622;6;5939954;feature envy;major;2019-03-27 10:55:26.305339;function;org.apache.zookeeper.graph.JsonGenerator.JsonGenerator LogIterator;git@github.com:apache/zookeeper.git;07c3aaf3d723fb3144c0aedc0c2b655325df70e9;/zookeeper-contrib/zookeeper-contrib-loggraph/src/main/java/org/apache/zookeeper/graph/JsonGenerator.java;75;213;https://github.com/apache/zookeeper/blob/07c3aaf3d723fb3144c0aedc0c2b655325df70e9/zookeeper-contrib/zookeeper-contrib-loggraph/src/main/java/org/apache/zookeeper/graph/JsonGenerator.java/#L75-L213;1
